,CITY,STABBR,SAT_AVG,INSTNM,ADM_RATE,MTHCMP1,TUITIONFEE_IN
5605,Lawrenceville,GA,,Keune Academy by 124,,10.0,
5606,Honolulu,HI,,Pacific Rim Christian University,0.569,,10460.0
5607,TWINFALLS,ID,,Urban 113 School of Cosmetology,,,13750.0
5608,Hoffman Estates,IL,,Ambria College of Nursing,,23.0,
5609,Chicago,IL,,Midwestern Career College,,14.0,
5610,Normal,IL,,Paul Mitchell the School-Normal,,12.0,
5611,Canton,IL,,Innovations Design Academy,,13.0,
5612,Indianapolis,IN,,Aveda Fredric's Institute-Indianapolis,,13.0,
5613,Anderson,IN,,Summit Salon Academy,,11.0,
5614,Wichita,KS,,Eric Fisher Academy,,11.0,
5615,Gretna,LA,,My Le's Beauty College,,13.0,
5616,Upton,MA,,Blackstone Valley Vocational Regional School District,,16.0,
5617,Charlton,MA,,Southern Worcester County Regional Vocational School District,,12.0,
5618,Canton,MI,,L'esprit Academy,,11.0,
5619,Waterford,MI,,Marketti Academy of Cosmetology,,15.0,
5620,St Louis Park,MN,,CenterPoint Massage and Shiatsu Therapy School and Clinic,,19.0,
5621,Worthington,MN,,Avalon School of Cosmetology,,15.0,
5622,St Joseph,MO,,American Business and Technology University,,30.0,
5623,Kansas City,MO,,City Vision University,,,5600.0
5624,Kansas City,MO,,Transformed Barber and Cosmetology Academy,,11.0,
5625,Hamilton,MT,,Bitterroot School of Cosmetology,,11.0,
5626,Great Falls,MT,,Montana Academy of Salons,,15.0,
5627,East Orange,NJ,,National Career Institute,,,12500.0
5628,Albuquerque,NM,,Toni & Guy Hairdressing Academy-Albuquerque,,12.0,
5629,Reno,NV,,International Academy of Style,,14.0,
5630,Brooklyn,NY,,EDP School,,8.0,
5631,Flushing,NY,,New York Medical Career Training Center,,9.0,
5632,New York,NY,,Institute of Culinary Education,,8.0,
5633,Tonawanda,NY,,The Salon Professional Academy-Tonawanda,,5.0,
5634,Syracuse,NY,,Onondaga School of Therapeutic Massage-Syracuse,,7.0,
5635,Staten Island,NY,,Academy of Cosmetology and Esthetics NYC,,8.0,
5636,Ithaca,NY,,Finger Lakes School of Massage,,7.0,
5637,Archbold,OH,,Four County Career Center,,18.0,
5638,Middleburg Heights,OH,,Elevate Salon Institute,,14.0,
5639,Perrysburg,OH,,Summit Salon Academy-Perrysburg,,13.0,
5640,Portland,OR,,Portland Actors Conservatory,0.6667,,12115.0
5641,Somerset,PA,,Somerset County Technology Center,,13.0,
5642,Allentown,PA,,Metro Beauty Academy,,10.0,
5643,Mullins,SC,,Academy for Careers and Technology,,18.0,
5644,Aiken,SC,,Aiken School of Cosmetology and Barbering,,13.0,
5645,Manchester,TN,,Love Beauty School Inc,,13.0,
5646,Houston,TX,,Professional Career Training Institute,,10.0,
5647,Houston,TX,,Houston International College Cardiotech Ultrasound School,,,10713.0
5648,Bedford,TX,,DuVall's School of Cosmetology,,11.0,
5649,Irving,TX,,Advanced Beauty College,,19.0,
5650,Haltom city,TX,,Texas Beauty College,,12.0,
5651,Austin,TX,,Avenue Five Institute,,12.0,
5652,Lewisville,TX,,The Salon Professional Academy-Lewisville,,13.0,
5653,Provo,UT,,Renaissance Academie,,12.0,
5654,Hampton,VA,,Bethel College,,,8100.0
5655,Henrico,VA,,Institute of Advanced Medical Esthetics,,6.0,
5656,Seattle,WA,,Gary Manuel Aveda Institute,,11.0,
5657,Port Hadlock,WA,,Northwest School of Wooden Boat Building,,,14450.0
5658,Seattle,WA,,Pinchot University,,,
5659,Onalaska,WI,,The Salon Professional Academy-Onalaska,,14.0,
5660,Chula Vista,CA,,Brightwood College-Chula Vista,,9.0,
5661,Anaheim,CA,,West Coast University-Orange County,0.9667,,34635.0
5662,Ontario,CA,,West Coast University-Ontario,0.9259,,34635.0
5663,Augusta,GA,,Virginia College-Augusta,,9.0,
5664,East Peoria,IL,,Midwest Technical Institute-East Peoria,,9.0,
5665,Chicago,IL,,Paul Mitchell the School-Chicago,,12.0,
5666,Indianapolis,IN,,Brightwood College-Indianapolis,,9.0,
5667,Pontiac,MI,,Dorsey Business Schools-Waterford Pontiac,,,20472.0
5668,Fayetteville,NC,,Platt College-Miller-Motte-Fayetteville,,,10980.0
5669,Las Vegas,NV,,European Massage Therapy School-Las Vegas,,8.0,
5670,Grove City,OH,,Harrison College-Grove City,1.0,,16275.0
5671,Columbus,GA,,Platt College-Miller-Motte Technical-Columbus,,,11080.0
5672,Carlisle,PA,,McCann School of Business & Technology,,,9828.0
5673,Grand Prairie,TX,,Fortis College-Grand Prairie,,15.0,
5674,Virginia Beach,VA,,The Art Institute of Virginia Beach,,,17590.0
5675,Mount Pleasant,WI,,Bryant & Stratton College-Bayshore,,,16625.0
5676,Columbia,SC,,Virginia College-Columbia,,9.0,
5677,Indianapolis,IN,,Fortis College-Indianapolis,,,20100.0
5678,Arlington,TX,,Brightwood College-Arlington,,9.0,
5679,Charlotte,NC,,Brightwood College-Charlotte,,9.0,
5680,Memphis,TN,,Empire Beauty School-E Memphis,,11.0,
5681,Brentwood,TN,,Empire Beauty School-Nashville,,11.0,
5682,Jackson,TN,,Empire Beauty School-Jackson,,11.0,
5683,Springfield,PA,,Empire Beauty School-Springfield,,9.0,
5684,Paramus,NJ,,Empire Beauty School-Paramus,,9.0,
5685,Speedway,IN,,Empire Beauty School-Speedway,,11.0,
5686,Morrow,GA,,Empire Beauty School-Morrow,,11.0,
5687,Little Rock,AR,,Strayer University-Arkansas,,,13857.0
5688,Atlanta,GA,,Strayer University-Georgia,,,13857.0
5689,Jackson,MS,,Strayer University-Mississippi,,,13857.0
5690,Greenville,SC,,Strayer University-South Carolina,,,13857.0
5691,Austin,TX,,Strayer University-Texas,,,13857.0
5692,San Antonio,TX,,The Art Institute of San Antonio,,,17662.0
5693,Memphis,TN,,Empire Beauty School-S Memphis,,11.0,
5694,Charlotte,NC,,Empire Beauty School-Charlotte,,11.0,
5695,Greensboro,NC,,Empire Beauty School-E Greensboro,,11.0,
5696,Winston-Salem,NC,,Empire Beauty School-Winston-Salem,,11.0,
5697,West Palm Beach,FL,,Empire Beauty School-West Palm,,9.0,
5698,Charlotte,NC,,Empire Beauty School-Pineville,,11.0,
5699,Memphis,TN,,Empire Beauty School-N Memphis,,11.0,
5700,Roanoke,VA,,Virginia Polytechnic Institute & State University,,,
5701,Salt Lake City,UT,,Broadview Entertainment Arts University,,,14850.0
5702,Hampton,VA,,Bryant & Stratton College-Hampton,,,17223.0
5703,Phoenix,AZ,,Paul Mitchell the School-Phoenix,,13.0,
5704,Fort Mohave,AZ,,All Beauty College,,13.0,
5705,Torrance,CA,,Trinity School of Health and Allied Sciences,0.7647,2.0,
5706,Modesto,CA,,Paul Mitchell the School-Modesto,,12.0,
5707,Sacramento,CA,,Cosmo Beauty Academy,,10.0,
5708,Fresno,CA,,Paul Mitchell the School-Fresno,,13.0,
5709,Fremont,CA,,Unitek College,,,35070.0
5710,San Mateo,CA,,Gurnick Academy of Medical Arts,,13.0,
5711,Los Angeles,CA,,Southern California University SOMA,,,
5712,Pleasant Hill,CA,,Paul Mitchell the School-East Bay,,12.0,
5713,Glen Allen,VA,,South University-Richmond,,,17014.0
5714,Virginia Beach,VA,,South University-Virginia Beach,,,17014.0
5715,Denver,CO,,Aveda Institute-Denver,,17.0,
5716,Colorado Springs,CO,,Paul Mitchell the School-Colorado Springs,,13.0,
5717,Colorado Springs,CO,,The Salon Professional Academy-Colorado Springs,,14.0,
5718,Newark,DE,,Paul Mitchell the School-Delaware,,12.0,
5719,Miami,FL,,Future-Tech Institute,,,7273.0
5720,New Port Richey,FL,,Fred K Marchman Technical College,,14.0,
5721,Fort Myers,FL,,The Salon Professional Academy-Ft Myers,,9.0,
5722,Pontiac,IL,,Unity Cosmetology College,,14.0,
5723,Downers Grove,IL,,Universal Spa Training Academy,,5.0,
5724,Evansville,IN,,The Salon Professional Academy-Evansville,,11.0,
5725,Franklin,MA,,Tri County Regional Vocational Technical High School,,10.0,
5726,Grand Rapids,MI,1051.0,Compass College of Cinematic Arts,0.7945,,15300.0
5727,Rochester,MN,,Nova Academy of Cosmetology,,11.0,
5728,Jersey City,NJ,,Starting Points Inc,,,10822.0
5729,New York,NY,,SAE Institute of Technology-New York,,9.0,
5730,Findlay,OH,,The Artisan College of Cosmetology,,15.0,
5731,Bend,OR,,Sage School of Massage & Esthetics,,8.0,
5732,Dallas,TX,,Peloton College,,9.0,
5733,Brownsville,TX,,Salon & Spa Institute,,11.0,
5734,Payson,UT,,American Beauty Academy,,11.0,
5735,Tacoma,WA,,Summit Salon Academy,,14.0,
5736,Pawaukee,WI,,Paul Mitchell the School-Milwaukee,,12.0,
5737,Los Alamitos,CA,,Touro University Worldwide,,,14600.0
5738,Vallejo,CA,,Touro University California,,,
5739,Washington,DC,,The Chicago School of Professional Psychology at Washington DC,,,
5740,Henderson,NV,,Touro University Nevada,,,
5741,Kenosha,WI,,Herzing University-Kenosha,0.3684,,13850.0
5742,Brookfield,WI,,Herzing University-Brookfield,0.9615,,13850.0
5743,San Antonio,TX,981.0,Texas A&M University-San Antonio,0.3464,,8216.0
5744,Houston,TX,,Fortis Institute,,9.0,
5745,Brownsville,TX,,Southern Careers Institute-Brownsville,,9.0,
5746,Harlingen,TX,,Southern Careers Institute-Harlingen,,9.0,
5747,Washington,DC,,Strayer University-Global Region,,,13857.0
5748,Florence,SC,,Kenneth Shuler School of Cosmetology-Florence,,13.0,
5749,Columbia,SC,,Fortis College-Columbia,,,16235.0
5750,Albuquerque,NM,,Brown Mackie College-Albuquerque,,,
5751,Fenton,MO,,Brown Mackie College-St Louis,,,
5752,Anaheim,CA,,California University of Management and Sciences,,,9570.0
5753,Davison,MI,,Ross Medical Education Center-Davison,,8.0,
5754,Granger,IN,,Ross Medical Education Center-Granger,,8.0,
5755,Niles,OH,,Ross Medical Education Center-Niles,,8.0,
5756,Canton,MI,,Ross Medical Education Center-Canton,,8.0,
5757,Houston,TX,,Pima Medical Institute-Houston,,9.0,
5758,Chicago,IL,,Illinois Media School-Chicago Campus,,9.0,
5759,San Antonio,TX,,Platt College-STVT-San Antonio,,10.0,
5760,Dallas,TX,,Concorde Career College-Dallas,0.6546,8.0,
5761,Orlando,FL,,Concorde Career Institute-Orlando,0.7509999999999999,8.0,
5762,San Antonio,TX,,Concorde Career College-San Antonio,0.8333,8.0,
5763,Aurora,CO,,Ecotech Institute,,22.0,
5764,Providence,RI,,Johnson & Wales University-Online,0.2868,,13365.0
5765,Ft Worth,TX,,Altierus Career College-Fort Worth South,,,12510.0
5766,Fairfax,VA,,Virginia International University,0.2353,,9608.0
5767,Lewistown,PA,,Geisinger-Lewistown Hospital School of Nursing,0.4267,,18142.0
5768,Moreno Valley,CA,,Moreno Valley College,,,1426.0
5769,New York,NY,,Brittany Beauty Academy,,10.0,
5770,Rochester,NY,,Onondaga School of Therapeutic Massage-Rochester,,7.0,
5771,Norco,CA,,Norco College,,,1420.0
5772,Saginaw,MI,,Dorsey Business Schools-Saginaw,,,20472.0
5773,La Quinta,CA,,Milan Institute of Cosmetology-La Quinta,,13.0,
5774,Boise,ID,,Milan Institute-Boise,,9.0,
5775,El Paso,TX,,Milan Institute of Cosmetology-El Paso,,13.0,
5776,Irving,TX,,Universal Technical Institute-Dallas Fort Worth,,19.0,
5777,Mt. Kisco,NY,,Finger Lakes School of Massage,,7.0,
5778,Manchester,NH,,Salter School of Nursing and Allied Health,,13.0,
5779,Upper Darby,PA,,Harris School of Business-Upper Darby Campus,,8.0,
5780,Stratford,CT,,Stratford School of Aviation Maintenance Technicians,0.7813,22.0,
5781,San Antonio,TX,,Brown Mackie College-San Antonio,,,
5782,Wall,NJ,,Cortiva Institute-New Jersey,,,10290.0
5783,Manatí,PR,,ICPR Junior College-Manati,,,7010.0
5784,Lakeland,FL,,Artistic Nails and Beauty Academy-Lakeland,,10.0,
5785,Aurora,CO,,American Sentinel University,,,
5786,Chicago,IL,,Flashpoint Chicago A Campus of Columbia College Hollywood,0.3896,,27454.0
5787,Honolulu,HI,,Hawaii Medical College,,,19473.0
5788,Asheville,NC,,Carolina College of Hair Design,,14.0,
5789,Baton Rouge,LA,,Virginia College-Baton Rouge,,9.0,
5790,Lake Mary,FL,,Remington College-Heathrow Campus,,,11901.0
5791,Blackfoot,ID,,College of Massage Therapy,,11.0,
5792,Jacksonville,NC,,Platt College-Miller-Motte-Jacksonville,,,11200.0
5793,Augusta,GA,,Platt College-Miller-Motte Technical-Augusta,,,12100.0
5794,Conway,SC,,Platt College-Miller-Motte Technical-Conway,,,10880.0
5795,Macon,GA,,Virginia College-Macon,,9.0,
5796,Spartanburg,SC,,Virginia College-Spartanburg,,9.0,
5797,Portland,OR,,Aveda Institute-Portland,,17.0,
5798,Arlington,VA,,Chamberlain University-Virginia,0.3333,,19375.0
5799,Boise,ID,,Stevens-Henager College,,,16968.0
5800,Scottsdale,AZ,,Penrose Academy,,13.0,
5801,Richmond,VA,,Virginia College-Richmond,,8.0,
5802,Saint Louis,MO,,Skin Institute,,8.0,
5803,Hialeah Gardens,FL,,Beauty Academy of South Florida,,12.0,
5804,Dallas,TX,,Ogle School Hair Skin Nails-North Dallas,,12.0,
5805,Sherwood,AR,,The Salon Professional Academy-North Little Rock,,11.0,
5806,St. Charles,MO,,The Salon Professional Academy-St Charles,,12.0,
5807,Orlando,FL,,American College for Medical Careers,,15.0,
5808,New York,NY,,Mildred Elley-New York Campus,,,13365.0
5809,Phoenix,AZ,,National Paralegal College,,,7995.0
5810,Fayetteville,NC,,Carolina College of Biblical Studies,,,6253.0
5811,Cleveland,OH,,Allstate Hairstyling & Barber College,,13.0,
5812,Dayton,TN,,Omega Graduate School,,,
5813,Sugar Grove,NC,,Jung Tao School of Classical Chinese Medicine,,,
5814,Burbank,CA,,New York Film Academy,,,28260.0
5815,New York,NY,,The Collective School Of Music,,,30250.0
5816,Oakland,CA,,International College of Cosmetology,,11.0,
5817,Monroeville,PA,,Bella Capelli Academy,,11.0,
5818,Pittsburgh,PA,,Institute of Medical Careers,,9.0,
5819,Modesto,CA,,Toni & Guy Hairdressing Academy-Modesto,,12.0,
5820,Atlanta,GA,,Georgia Central University,,,6220.0
5821,Palm Coast,FL,,Flagler Technical Institute,,2.0,
5822,North Hollywood,CA,,Galaxy Medical College,0.8636,12.0,
5823,Glendale,CA,,American Medical Sciences Center,,26.0,
5824,American Fork,UT,,Mandalyn Academy,,12.0,
5825,Pembroke Pines,FL,,Jose Maria Vargas University,,,10480.0
5826,Manchester,NH,,Laird Institute of Spa Therapy,,8.0,
5827,Miami,FL,,D A Dorsey Technical College,,11.0,
5828,Baraga,MI,,Keweenaw Bay Ojibwa Community College,,,3020.0
5829,Nashville,TN,,Meridian Institute of Surgical Assisting,,12.0,
5830,Kailua Kona,HI,,Mauna Loa Helicopters,1.0,10.0,
5831,Provo,UT,,Acaydia School of Aesthetics,,9.0,
5832,New York,NY,,Manhattan Institute,,8.0,
5833,Walterboro,SC,,Cosmetic Arts Institute,,13.0,
5834,Baltimore,MD,,Holistic Massage Training Institute,,11.0,
5835,Sherman,TX,,Diamonds Cosmetology College,,13.0,
5836,Falls Church,VA,,Northern Virginia School of Therapeutic Massage,,7.0,
5837,St. Louis,MO,,Paul Mitchell the School-St Louis,,13.0,
5838,Las Vegas,NV,,Advanced Training Institute,,14.0,
5839,Annandale,VA,,Cosmopolitan Beauty and Tech School,,10.0,
5840,Cary,NC,,Shepherds Theological Seminary,,,
5841,West Jordan,UT,,Taylor Andrews Academy of Hair Design-West Jordan,,13.0,
5842,Santa Ana,CA,,Santa Ana Beauty Academy,,15.0,
5843,Fayetteville,NC,,Grace College of Divinity,0.3958,,5800.0
5844,Washing,MO,,Evolve Beauty Academy,,13.0,
5845,Rochester,MN,,The Salon Professional Academy-Rochester,,12.0,
5846,Albuquerque,NM,,Aveda Institute-New Mexico,,13.0,
5847,Madison,TN,,Nashville Barber and Style Academy,,14.0,
5848,Saint Ann,MO,,American Trade School,,15.0,
5849,Skokie,IL,,Estelle Skin Care and Spa Institute,,6.0,
5850,Honolulu,HI,,Paul Mitchell the School-Honolulu,,14.0,
5851,Yucca Valley,CA,,Elite Cosmetology School,,12.0,
5852,Bayamon,PR,,American Technical Institute,,15.0,
5853,Penngrove,CA,,Bergin University of Canine Studies,,,
5854,Boise,ID,,Aveda Institute-Boise,,16.0,
5855,Aurora,CO,,Pima Medical Institute-Aurora,,9.0,
5856,Anaheim,CA,,Real Barbers College,,12.0,
5857,Augusta,ME,,Capilo School of Hair Design,,12.0,
5858,Tucson,AZ,,Pure Aesthetics,,5.0,
5859,Bowling Green,KY,,Lindsey Institute of Cosmetology,,15.0,
5860,Iowa City,IA,,The Salon Professional Academy-Iowa City,,16.0,
5861,Dallas,TX,,Buckner Barber School,,13.0,
5862,Louisville,KY,,Simmons College of Kentucky,,,5310.0
5863,New York,NY,,Atelier Esthetique Institute of Esthetics,,4.0,
5864,Waupun,WI,,Advanced College of Cosmetology,,12.0,
5865,Stafford,TX,,North American University,,,9900.0
5866,Lenexa,KS,,Entourage Institute of Beauty and Esthetics,,11.0,
5867,Denver,CO,,United Beauty College,,5.0,
5868,San Francisco,CA,,Cinta Aveda Institute,,13.0,
5869,Levittown,NY,,Long Island Nail Skin & Hair Institute,,6.0,
5870,Reseda,CA,,Southern California Health Institute,,9.0,
5871,East Orange,NJ,,Best Care College,,2.0,
5872,Beloit,WI,,First Class Cosmetology School,,12.0,
5873,Doral,FL,,Millennia Atlantic University,,,10844.0
5874,Southfield,MI,,Abcott Institute,,12.0,
5875,Kenosha,WI,,The Salon Professional Academy-Kenosha,,13.0,
5876,Indianapolis,IN,,Paul Mitchell the School-Indianapolis,,12.0,
5877,St. George,UT,,Taylor Andrews Academy-St George,,14.0,
5878,East Lansing,MI,,Protege Academy,,11.0,
5879,Colorado Springs,CO,,Colorado Academy of Veterinary Technology,1.0,,11435.0
5880,Scarborough,ME,,Northeast Technical Institute,,7.0,
5881,Norwalk,OH,,Elite School of Cosmetology,,15.0,
5882,Las Vegas,NV,,Paul Mitchell the School-Las Vegas,,13.0,
5883,Kokomo,IN,,Summit Salon Academy-Kokomo,,13.0,
5884,Fort Myers,FL,,Florida Academy,,5.0,
5885,Portland,ME,,Institute for Doctoral Studies in the Visual Arts,,,
5886,Waukegan,IL,,State Career College,,11.0,
5887,Northridge,CA,,Academy for Salon Professionals,,5.0,
5888,Spokane Valley,WA,,Paul Mitchell the School-Spokane,,13.0,
5889,Elgin,IL,,J Renee College,,13.0,
5890,Lakewood,CO,,National Personal Training Institute of Colorado,,8.0,
5891,Colorado Springs,CO,,National Personal Training Institute of Colorado,,8.0,
5892,Los Angeles,CA,,International College of Beauty Arts & Sciences,,10.0,
5893,Shorewood,IL,,The Salon Professional Academy-Shorewood,,11.0,
5894,Escondido,CA,1126.0,John Paul the Great Catholic University,0.9502,,24900.0
5895,Hartford,CT,1101.0,University of Connecticut-Hartford Campus,0.9597,,12828.0
5896,Salt Lake City,UT,,Independence University,,,16968.0
5897,Tulsa,OK,,National American University-Tulsa,,,15000.0
5898,Centennial,CO,,National American University-Centennial,,,15000.0
5899,Lee's Summit,MO,,National American University-Lee's Summit,,,15000.0
5900,Colorado Springs,CO,,National American University-Colorado Springs South,,,15000.0
5901,Chicopee,MA,,Salter College-Chicopee,,8.0,
5902,St. Louis,MO,,Chamberlain University-Missouri,0.6,,19375.0
5903,Houston,TX,,Chamberlain University-Texas,0.5,,19375.0
5904,Mattydale,NY,,Continental School of Beauty Culture-Mattydale,,8.0,
5905,Pomona,CA,,Carrington College-Pomona,0.7907,22.0,
5906,Atlanta,GA,,Altierus Career College-Atlanta West,,10.0,
5907,Columbia,SC,,Paul Mitchell the School-Columbia,,12.0,
5908,North Charleston,SC,,Paul Mitchell the School-Charleston,,12.0,
5909,Greenville,SC,,Kenneth Shuler School of Cosmetology-Greenville,,13.0,
5910,Atlanta,GA,,South University-Accelerated Graduate Programs,,,
5911,Novi,MI,,South University-Novi,,,17014.0
5912,Springfield,OR,,Northwest College-Eugene,,23.0,
5913,Tualatin,OR,,Northwest College-Tualatin,,23.0,
5914,Morrisville,NC,,Harrison College-Morrisville,1.0,,16500.0
5915,Louisville,KY,,Trend Setters' Academy of Beauty Culture-Louisville,,15.0,
5916,Miami Beach,FL,,Beauty Schools of America,,10.0,
5917,Soledad,CA,,CET-Soledad,,8.0,
5918,San Marcos,CA,,United Education Institute-UEI College San Marcos,,9.0,
5919,Houston,TX,,Houston Training Schools-Southwest,,13.0,
5920,Metairie,LA,,Vanguard College of Cosmetology-Metairie,,11.0,
5921,Anaheim,CA,,United Education Institute-Anaheim,,9.0,
5922,North Andover,MA,,New England Tractor Trailer Training School of Massachusetts,,6.0,
5923,Las Vegas,NV,,Cortiva Institute-Las Vegas,,8.0,
5924,Tempe,AZ,,Cortiva Institute-Tempe,,8.0,
5925,Phoenix,AZ,,Cortiva Institute-Phoenix,,8.0,
5926,Westminster,CO,,Cortiva Institute-Westminster,,8.0,
5927,Aurora,CO,,Cortiva Institute-Aurora,,8.0,
5928,Manati,PR,,Dewey University-Manati,,,7495.0
5929,York,PA,,Cortiva Institute-York,,8.0,
5930,Phoenix,AZ,,Allen School-Phoenix,,9.0,
5931,Tulsa,OK,,Oklahoma Technical College,,9.0,
5932,Moline,IL,,Midwest Technical Institute-Moline,,9.0,
5933,Alexandria,LA,,Unitech Training Academy-Alexandria,,11.0,
5934,Lake Charles,LA,,Unitech Training Academy-Lake Charles,,11.0,
5935,Los Angeles,CA,,Aveda Institute-Los Angeles,,14.0,
5936,Riverside,CA,,UEI College-Riverside,,9.0,
5937,Lawrence,KS,,WellSpring School of Allied Health-Lawrence,,13.0,
5938,Victoria,TX,,Manuel and Theresa's School of Hair Design-Victoria,,13.0,
5939,Chicago,IL,,Tricoci University of Beauty Culture-Chicago NE,,13.0,
5940,San Dimas,CA,,Los Angeles Pacific University,,,10200.0
5941,Phoenix,AZ,,CollegeAmerica-Phoenix,,,16968.0
5942,Idaho Falls,ID,,Stevens-Henager College,,,16968.0
5943,Phoenix,AZ,,Avalon School of Cosmetology-Phoenix,,14.0,
5944,Layton,UT,,Avalon School of Cosmetology-Layton,,14.0,
5945,Boynton Beach,FL,,Hair Design Institute,,9.0,
5946,Apopka,FL,,Hair Design Institute,,9.0,
5947,Essington,PA,,All-State Career School-Allied Health Campus,,,16648.0
5948,West Des Moines,IA,,Aveda Institute-Des Moines,,14.0,
5949,Lawrenceville,NJ,,Fortis Institute-Lawrenceville,,9.0,
5950,New York,NY,,Relay Graduate School of Education,,,
5951,Macon,GA,,Platt College-Miller-Motte Technical-Macon,,,12060.0
5952,Campbell,CA,,International Culinary Center-California,,6.0,
5953,Savannah,GA,,South University-Savannah Online,,,13354.0
5954,Montgomery,AL,,Fortis College-Montgomery,,,14628.0
5955,Roanoke,VA,,Miller-Motte Technical College-Roanoke,,,10660.0
5956,Spokane,WA,,Whitworth University-Adult Degree Programs,0.625,,
5957,Santa Barbara,CA,,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,,,
5958,Oklahoma City,OK,,American Broadcasting School-Online Program,,9.0,
5959,Springfield,MA,,Springfield College-School of Professional and Continuing Studies,,,
5960,Van Nuys,CA,,Marian Health Careers Center-Van Nuys Campus,,18.0,
5961,Las Vegas,NV,,Milan Institute-Las Vegas,,9.0,
5962,Savannah,GA,,Virginia College-Savannah,,9.0,
5963,Columbus,GA,,Virginia College-Columbus,,9.0,
5964,Charles Town,WV,,Catholic Distance University,,,10175.0
5965,white plains,NY,,New York School of Esthetics & Day Spa,,5.0,
5966,Baraboo,WI,,Panache Academy of Beauty,,14.0,
5967,Geneva,NY,,Finger Lakes Health College of Nursing,1.0,,11540.0
5968,Turnersville,NJ,,ASI Career Institute,,6.0,
5969,Ridgeland,MS,,Midwest Technical Institute-Ridgeland,,9.0,
5970,Pine Brook,NJ,,Christine Valmy International School of Esthetics & Cosmetology,,9.0,
5971,Hollywood,FL,,City College-Hollywood,,,13695.0
5972,Arlington,TX,,Paul Mitchell the School-Arlington,,12.0,
5973,Provo,UT,,Rocky Mountain University of Health Professions,,,
5974,New York,NY,,Christie's Education,,,
5975,Spartanburg,SC,,Palmetto Beauty School,,13.0,
5976,Fort Myers,FL,,Paul Mitchell the School-Fort Myers,,10.0,
5977,Raleigh,NC,,Paul Mitchell the School-Raleigh,,12.0,
5978,New York,NY,,Stella and Charles Guttman Community College,,,5194.0
5979,Gary,IN,,Lil Lou's Beauty and Barber College LLC,,13.0,
5980,Columbia,MO,,Bryan University,,,15447.0
5981,Tulsa,OK,,Virginia College-Tulsa,,9.0,
5982,Dallas,TX,,Criswell College,0.9259,,9858.0
5983,Knoxville,TN,,Virginia College-Knoxville,,9.0,
5984,West Columbia,SC,,Columbia Academy of Cosmetology,,15.0,
5985,Beverly Hills,CA,,Beverly Hills Design Institute,0.6,,23220.0
5986,Caguas,PR,,Global Institute,,,7550.0
5987,Decatur,IL,,Reflections Academy of Beauty,,12.0,
5988,La Joya,TX,,UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,,13.0,
5989,Copley,OH,,Bryant & Stratton College-Akron,,,17935.0
5990,Reseda,CA,,Annenberg School of Nursing,,12.0,
5991,Miami,FL,,American Medical Academy,,10.0,
5992,Tooele,UT,,Tooele Technical College,,10.0,
5993,Atlanta,GA,,Chamberlain University-Georgia,0.1429,,19375.0
5994,Indianapolis,IN,,Chamberlain University-Indiana,0.375,,19375.0
5995,Mesquite,TX,,Carrington College-Mesquite,,20.0,
5996,Tempe,AZ,,Sessions College for Professional Design,,,8700.0
5997,Bossier City,LA,,Virginia College-Shreveport,,9.0,
5998,Jacksonville,FL,,Tulsa Welding School-Jacksonville,,10.0,
5999,Virginia Beach,VA,,Empire Beauty School-Virginia Beach,,11.0,
6000,Morgantown,WV,,Ross Medical Education Center-Morgantown,,8.0,
6001,Ogden,UT,,Paul Mitchell the School-Ogden,,13.0,
6002,Farmers Branch,TX,,Golf Academy of America-Dallas,,15.0,
6003,Richardson,TX,,Cortiva Institute-Dallas,,8.0,
6004,Astoria,NY,,Miami Ad School-New York,,,19400.0
6005,San Jose,CA,,WestMed College,,14.0,
6006,Chicago,IL,,Larry's Barber College,,16.0,
6007,Hialeah,FL,,Futura Career Institute,,12.0,
6008,Valencia,CA,,Flair Beauty College,,16.0,
6009,West Palm Beach,FL,,Eternity Cosmetology School Corp,,13.0,
6010,London,KY,,Tri-State Institute of Hair Design,,11.0,
6011,San Antonio,TX,,Vogue College of Cosmetology-San Antonio Fredericksburg,,11.0,
6012,San Antonio,TX,,Vogue College of Cosmetology,,11.0,
6013,Newport News,VA,,Tomorrow's Image Barber And Beauty Academy of Virginia,,13.0,
6014,Arvada,CO,,College of International Esthetics Inc,,6.0,
6015,Santa Fe Springs,CA,,Medical Allied Career Center,,13.0,
6016,Baltimore,MD,,Bais HaMedrash and Mesivta of Baltimore,1.0,,12700.0
6017,Hempstead,NY,,Barber & Beauty Institute of New York,,7.0,
6018,Toledo,OH,,Salon Institute-Toledo Campus,,14.0,
6019,Elmwood Park,IL,,Curve Metric School of Hair Design,,11.0,
6020,Toledo,OH,,Athena Career Academy,0.5,12.0,
6021,Union,NJ,,Yeshiva Gedolah Zichron Leyma,0.8571,,9000.0
6022,Midvale,UT,,The Barber School,,7.0,
6023,Spring Valley,NY,,Be'er Yaakov Talmudic Seminary,,,9300.0
6024,Pharr,TX,,Rio Grande Valley College,,13.0,
6025,Lunenburg,MA,,Alexander Academy,,12.0,
6026,Napa,CA,,LeMelange Academy of Hair,,12.0,
6027,Tucson,AZ,,Aveda Institute-Tucson,,15.0,
6028,Melbourne,FL,,Ambiance Beauty & Barber Academy Inc,,10.0,
