,CITY,STABBR,SAT_AVG,INSTNM,ADM_RATE,MTHCMP1,TUITIONFEE_IN
3235,Gaffney,SC,1019.0,Limestone College,0.5045,,25025.0
3236,Charleston,SC,,Medical University of South Carolina,,,
3237,West Columbia,SC,,Midlands Technical College,,,4214.0
3238,Sumter,SC,,Morris College,,,13458.0
3239,Newberry,SC,1017.0,Newberry College,0.5833,,25900.0
3240,Tigerville,SC,1136.0,North Greenville University,0.6085,,19150.0
3241,Orangeburg,SC,,Orangeburg Calhoun Technical College,,,4250.0
3242,Greenwood,SC,,Piedmont Technical College,,,4265.0
3243,Clinton,SC,1159.0,Presbyterian College,0.6517,,37842.0
3244,Aiken,SC,1033.0,University of South Carolina-Aiken,0.5294,,10502.0
3245,Bluffton,SC,1010.0,University of South Carolina-Beaufort,0.6445,,10647.0
3246,Columbia,SC,1282.0,University of South Carolina-Columbia,0.7231,,11862.0
3247,Lancaster,SC,991.0,University of South Carolina-Lancaster,0.6476,,6948.0
3248,Allendale,SC,875.0,University of South Carolina-Salkehatchie,0.5882,,6948.0
3249,Sumter,SC,984.0,University of South Carolina-Sumter,0.6933,,6948.0
3250,Union,SC,887.0,University of South Carolina-Union,0.7453,,6948.0
3251,Conway,SC,1089.0,Coastal Carolina University,0.6119,,11200.0
3252,Orangeburg,SC,898.0,South Carolina State University,0.7826,,10740.0
3253,Spartanburg,SC,1010.0,University of South Carolina-Upstate,0.5784,,11520.0
3254,Spartanburg,SC,,Sherman College of Chiropractic,,,
3255,Spartanburg,SC,919.0,Spartanburg Methodist College,0.611,,16860.0
3256,Spartanburg,SC,,Spartanburg Community College,,,4494.0
3257,Sumter,SC,,Central Carolina Technical College,,,4998.0
3258,Sumter,SC,,Sumter Beauty College,,13.0,
3259,Pendleton,SC,,Tri-County Technical College,,,4172.0
3260,Charleston,SC,,Trident Technical College,,,4394.0
3261,Denmark,SC,,Voorhees College,0.5344,,12630.0
3262,Kingstree,SC,,Williamsburg Technical College,,,4224.0
3263,Rock Hill,SC,1101.0,Winthrop University,0.7339,,15220.0
3264,Spartanburg,SC,1312.0,Wofford College,0.6907,,41955.0
3265,Rock Hill,SC,,York Technical College,,,4457.0
3266,Sioux Falls,SD,1245.0,Augustana University,0.6779999999999999,,31960.0
3267,Rapid City,SD,,Black Hills Beauty College,,16.0,
3268,Spearfish,SD,1065.0,Black Hills State University,0.8695,,8602.0
3269,Madison,SD,1123.0,Dakota State University,0.8436,,9147.0
3270,Mitchell,SD,1096.0,Dakota Wesleyan University,0.7604,,27030.0
3271,Rapid City,SD,,Headlines Academy Inc,,14.0,
3272,Watertown,SD,,Lake Area Technical Institute,,,5264.0
3273,Sioux Falls,SD,,Avera McKennan Hospital School of Radiologic Technology,,,
3274,Mitchell,SD,,Mitchell Technical Institute,,,6592.0
3275,Yankton,SD,1085.0,Mount Marty College,0.6652,,26310.0
3276,Rapid City,SD,,National American University-Rapid City,,,15000.0
3277,Sioux Falls,SD,,National American University-Sioux Falls,,,15000.0
3278,Sioux Falls,SD,,Sioux Falls Seminary,,,
3279,Aberdeen,SD,1083.0,Northern State University,0.8783,,8280.0
3280,Kyle,SD,,Oglala Lakota College,,,2684.0
3281,Aberdeen,SD,1019.0,Presentation College,0.9628,,19830.0
3282,Yankton,SD,,Avera Sacred Heart Hospital,,,
3283,Rapid City,SD,1267.0,South Dakota School of Mines and Technology,0.8339,,10400.0
3284,Brookings,SD,1144.0,South Dakota State University,0.9137,,8441.0
3285,Mission,SD,,Sinte Gleska University,,,3154.0
3286,Sioux Falls,SD,1124.0,University of Sioux Falls,0.9201,,27980.0
3287,Sioux Falls,SD,,Sanford Medical Center,,24.0,
3288,Sisseton,SD,,Sisseton Wahpeton College,,,4410.0
3289,Sioux Falls,SD,,Southeast Technical Institute,,,6110.0
3290,Sioux Falls,SD,,Stewart School,,15.0,
3291,Vermillion,SD,1125.0,University of South Dakota,0.8691,,8772.0
3292,Rapid City,SD,,Western Dakota Technical Institute,,,7360.0
3293,Nashville,TN,,American Baptist College,,,10074.0
3294,Nashville,TN,,Aquinas College,,,
3295,Milan,TN,,Arnolds Beauty School,,13.0,
3296,Athens,TN,,Tennessee College of Applied Technology-Athens,,12.0,
3297,Clarksville,TN,1085.0,Austin Peay State University,0.9013,,7913.0
3298,Memphis,TN,1155.0,Baptist Memorial College of Health Sciences,0.5372,,11542.0
3299,Nashville,TN,1256.0,Belmont University,0.8119,,32820.0
3300,McKenzie,TN,970.0,Bethel University,0.9359,,16552.0
3301,Dayton,TN,1137.0,Bryan College-Dayton,0.5434,,25600.0
3302,Jefferson City,TN,1130.0,Carson-Newman University,0.6736,,27400.0
3303,Chattanooga,TN,,Chattanooga State Community College,,,4063.0
3304,Memphis,TN,1180.0,Christian Brothers University,0.5263,,31870.0
3305,Cleveland,TN,,Pentecostal Theological Seminary,,,
3306,Clarksville,TN,,Austin's Beauty College Inc,,13.0,
3307,Cleveland,TN,,Cleveland State Community College,,,4139.0
3308,Columbia,TN,,Columbia State Community College,,,4155.0
3309,Memphis,TN,,Concorde Career College-Memphis,0.8601,8.0,
3310,Covington,TN,,Tennessee College of Applied Technology-Covington,,15.0,
3311,Lebanon,TN,1066.0,Cumberland University,0.5408,,21810.0
3312,Nashville,TN,1239.0,Lipscomb University,0.6043,,30932.0
3313,Dickson,TN,,Tennessee College of Applied Technology-Dickson,,12.0,
3314,Nashville,TN,,Hussian College-Daymar College Nashville,,,15000.0
3315,Dyersburg,TN,,Dyersburg State Community College,,,4331.0
3316,Johnson City,TN,1122.0,East Tennessee State University,0.8547,,8679.0
3317,Chattanooga,TN,,Chattanooga College Medical Dental and Technical Careers,,,10690.0
3318,Elizabethton,TN,,Tennessee College of Applied Technology-Elizabethton,,11.0,
3319,Fayetteville,TN,,The Hair Academy LLC,,13.0,
3320,Nashville,TN,1014.0,Fisk University,0.4541,,21480.0
3321,Gallatin,TN,,Welch College,,,18458.0
3322,Henderson,TN,1208.0,Freed-Hardeman University,0.9532,,21950.0
3323,Harriman,TN,,Tennessee College of Applied Technology-Harriman,,11.0,
3324,Hartsville,TN,,Tennessee College of Applied Technology-Hartsville,,15.0,
3325,Madisonville,TN,970.0,Hiwassee College,0.6364,,16469.0
3326,Hohenwald,TN,,Tennessee College of Applied Technology-Hohenwald,,11.0,
3327,Jacksboro,TN,,Tennessee College of Applied Technology-Jacksboro,,11.0,
3328,Jackson,TN,,Jackson State Community College,,,4125.0
3329,Nashville,TN,,John A Gupton College,0.6226,,11070.0
3330,Knoxville,TN,1107.0,Johnson University,0.9798,,14920.0
3331,Murfreesboro,TN,,Paul Mitchell the School-Murfreesboro,,12.0,
3332,Bristol,TN,1084.0,King University,0.5141,,28572.0
3333,Knoxville,TN,,South College,,,18000.0
3334,Jackson,TN,845.0,Lane College,0.4847,,10690.0
3335,Memphis,TN,845.0,Le Moyne-Owen College,1.0,,11196.0
3336,Cleveland,TN,1176.0,Lee University,0.8504,,16730.0
3337,Harrogate,TN,1098.0,Lincoln Memorial University,0.6534,,21410.0
3338,Livingston,TN,,Tennessee College of Applied Technology-Livingston,,12.0,
3339,Pulaski,TN,1045.0,Martin Methodist College,0.987,,23800.0
3340,Maryville,TN,1138.0,Maryville College,0.4927,,34196.0
3341,McKenzie,TN,,Tennessee College of Applied Technology-McKenzie,,11.0,
3342,Cookeville,TN,,Genesis Career College-Cookeville,,13.0,
3343,Nashville,TN,,Meharry Medical College,,,
3344,Memphis,TN,1125.0,Memphis College of Art,0.5404,,33130.0
3345,Memphis,TN,,Tennessee College of Applied Technology-Memphis,,16.0,
3346,Memphis,TN,1106.0,University of Memphis,0.8482,,9317.0
3347,Memphis,TN,,Memphis Theological Seminary,,,
3348,Murfreesboro,TN,1124.0,Middle Tennessee State University,0.5935,,8612.0
3349,Madison,TN,,Middle Tennessee School of Anesthesia Inc,,,
3350,Morristown,TN,,Tennessee College of Applied Technology-Morristown,,12.0,
3351,Tullahoma,TN,,Motlow State Community College,,,4147.0
3352,Murfreesboro,TN,,Tennessee College of Applied Technology-Murfreesboro,,11.0,
3353,Nashville,TN,,Lincoln College of Technology-Nashville,,13.0,
3354,Madison,TN,,Nashville College of Medical Careers,,9.0,
3355,Nashville,TN,,Nashville State Community College,,,4065.0
3356,Newbern,TN,,Tennessee College of Applied Technology-Newbern,,11.0,
3357,Franklin,TN,1030.0,O'More College of Design,0.3146,,29880.0
3358,Paris,TN,,Tennessee College of Applied Technology-Paris,,11.0,
3359,Pulaski,TN,,Tennessee College of Applied Technology-Pulaski,,11.0,
3360,Memphis,TN,1362.0,Rhodes College,0.5105,,46504.0
3361,Ripley,TN,,Tennessee College of Applied Technology-Ripley,,11.0,
3362,Harriman,TN,,Roane State Community College,,,4143.0
3363,Crump,TN,,Tennessee College of Applied Technology-Crump,,15.0,
3364,Memphis,TN,,Southwest Tennessee Community College,1.0,,4155.0
3365,Shelbyville,TN,,Tennessee College of Applied Technology-Shelbyville,,18.0,
3366,Sewanee,TN,,The University of the South,0.4673,,45120.0
3367,Huntsville,TN,,Tennessee College of Applied Technology-Oneida-Huntsville,,6.0,
3368,Crossville,TN,,Tennessee College of Applied Technology-Crossville,,12.0,
3369,McMinnville,TN,,Tennessee College of Applied Technology-McMinnville,,12.0,
3370,Jackson,TN,,Tennessee College of Applied Technology-Jackson,,11.0,
3371,Knoxville,TN,,Tennessee College of Applied Technology-Knoxville,,13.0,
3372,Whiteville,TN,,Tennessee College of Applied Technology-Whiteville,,11.0,
3373,Knoxville,TN,,Pellissippi State Community College,,,4180.0
3374,Collegedale,TN,,Southern Adventist University,,,21550.0
3375,Memphis,TN,,Southern College of Optometry,,,
3376,Athens,TN,1059.0,Tennessee Wesleyan University,0.5991,,23800.0
3377,Chattanooga,TN,1164.0,The University of Tennessee-Chattanooga,0.8279,,8664.0
3378,Knoxville,TN,1280.0,The University of Tennessee-Knoxville,0.7697,,12970.0
3379,Martin,TN,1125.0,The University of Tennessee-Martin,0.6151,,9236.0
3380,Knoxville,TN,,Fountainhead College of Technology,,,14750.0
3381,Knoxville,TN,,Tennessee School of Beauty of Knoxville Inc,,12.0,
3382,Nashville,TN,,Tennessee State University,,,7776.0
3383,Cookeville,TN,1192.0,Tennessee Technological University,0.644,,8513.0
3384,Nashville,TN,1121.0,Trevecca Nazarene University,0.7038,,25100.0
3385,Blountville,TN,,Northeast State Community College,,,4152.0
3386,Greeneville,TN,1029.0,Tusculum University,0.8864,,23700.0
3387,Jackson,TN,1243.0,Union University,0.5998,,31510.0
3388,Nashville,TN,1515.0,Vanderbilt University,0.1085,,47664.0
3389,Gallatin,TN,,Volunteer State Community College,,,4133.0
3390,Morristown,TN,,Walters State Community College,,,4128.0
3391,Jackson,TN,,West Tennessee Business College,,18.0,
3392,Memphis,TN,,William Moore College of Technology,,,6255.0
3393,Abilene,TX,1145.0,Abilene Christian University,0.5806,,33330.0
3394,Alvin,TX,,Alvin Community College,,,1622.0
3395,Amarillo,TX,,Amarillo College,,,2136.0
3396,Garland,TX,,Amberton University,,,
3397,Lufkin,TX,,Angelina College,,,2520.0
3398,San Angelo,TX,1003.0,Angelo State University,0.7359,,7201.0
3399,Arlington,TX,,Arlington Baptist University,,,13600.0
3400,Grand Prairie,TX,,Arlington Career Institute,,12.0,
3401,Houston,TX,,The Art Institute of Houston,,,17662.0
3402,Sherman,TX,1255.0,Austin College,0.5216,,38800.0
3403,Austin,TX,,Austin Community College District,,,2550.0
3404,Austin,TX,,Austin Presbyterian Theological Seminary,,,
3405,Austin,TX,,Baldwin Beauty School-South Austin,,12.0,
3406,San Antonio,TX,,Baptist Health System School of Health Professions,,,
3407,Jacksonville,TX,,Baptist Missionary Association Theological Seminary,1.0,,6000.0
3408,Houston,TX,,Baylor College of Medicine,,,
3409,Waco,TX,1320.0,Baylor University,0.3895,,43790.0
3410,Beeville,TX,,Coastal Bend College,,,2646.0
3411,Brenham,TX,,Blinn College,,,2688.0
3412,Garland,TX,,Remington College-Dallas Campus,,,15069.0
3413,Houston,TX,,Vet Tech Institute of Houston,0.5758,,14640.0
3414,Lake Jackson,TX,,Brazosport College,,,2715.0
3415,Farmers Branch,TX,,Brookhaven College,,,1770.0
3416,Lancaster,TX,,Cedar Valley College,,,1770.0
3417,Killeen,TX,,Central Texas College,,,2700.0
3418,Bryan,TX,,Charles and Sues School of Hair Design,,12.0,
3419,Cisco,TX,,Cisco College,,,3810.0
3420,Clarendon,TX,,Clarendon College,,,2424.0
3421,Austin,TX,1063.0,Concordia University Texas,0.8878,,30600.0
3422,Kerrville,TX,,Conlee's College of Cosmetology,,13.0,
3423,Gainesville,TX,,North Central Texas College,,,2040.0
3424,Corpus Christi,TX,983.0,Texas A & M University-Corpus Christi,0.6046,,8750.0
3425,Carrollton,TX,,Cosmetology Career Center LLC,,12.0,
3426,Dallas,TX,1122.0,Dallas Baptist University,0.3942,,27480.0
3427,Dallas,TX,1026.0,Dallas Christian College,0.4009,,18734.0
3428,Dallas,TX,,Dallas Institute of Funeral Service,,,11870.0
3429,Dallas,TX,,Dallas Theological Seminary,,,
3430,Irving,TX,1278.0,University of Dallas,0.4745,,38716.0
3431,Corpus Christi,TX,,Del Mar College,,,2676.0
3432,Marshall,TX,1045.0,East Texas Baptist University,0.5442,,25470.0
3433,Texarkana,TX,1071.0,Texas A&M University-Texarkana,0.5385,,6963.0
3434,Commerce,TX,1050.0,Texas A & M University-Commerce,0.3454,,8434.0
3435,Mesquite,TX,,Eastfield College,,,1770.0
3436,Dallas,TX,,El Centro College,,,1770.0
3437,El Paso,TX,,El Paso Community College,,,2746.0
3438,El Paso,TX,,Western Technical College,,22.0,
3439,El Paso,TX,,Western Technical College,,20.0,
3440,Austin,TX,,Episcopal Theological Seminary of the Southwest,,,
3441,Amarillo,TX,,Exposito School of Hair Design,,13.0,
3442,Dallas,TX,,Miami International University of Art & Design-Art Institute Dallas,,,17662.0
3443,Benbrook,TX,,Fort Worth Beauty School,,13.0,
3444,Borger,TX,,Frank Phillips College,,,3052.0
3445,Galveston,TX,,Galveston College,,,2050.0
3446,Denison,TX,,Grayson College,,,1992.0
3447,San Antonio,TX,,Hallmark University,0.3865,17.0,
3448,Abilene,TX,1074.0,Hardin-Simmons University,0.8177,,27440.0
3449,Athens,TX,,Trinity Valley Community College,,,2460.0
3450,Hillsboro,TX,,Hill College,,,1995.0
3451,Houston,TX,1114.0,Houston Baptist University,0.6901,,31730.0
3452,Houston,TX,1119.0,University of Houston-Clear Lake,0.7225,,6718.0
3453,Houston,TX,,Houston Community College,,,1632.0
3454,Houston,TX,997.0,University of Houston-Downtown,0.8408,,6470.0
3455,Victoria,TX,,University of Houston-Victoria,0.4881,,6805.0
3456,Houston,TX,1202.0,University of Houston,0.6111,,9706.0
3457,Big Spring,TX,,Howard College,,,2560.0
3458,Brownwood,TX,1036.0,Howard Payne University,0.5917,,27690.0
3459,Austin,TX,947.0,Huston-Tillotson University,0.2981,,14346.0
3460,San Antonio,TX,1028.0,University of the Incarnate Word,0.9385,,29990.0
3461,El Paso,TX,,International Business College-El Paso,,14.0,
3462,Jacksonville,TX,,Jacksonville College-Main Campus,,,8000.0
3463,Hawkins,TX,,Jarvis Christian College,,,11720.0
3464,Dallas,TX,,KD Conservatory College of Film and Dramatic Arts,0.9,,16625.0
3465,Kilgore,TX,,Kilgore College,,,1752.0
3466,Beaumont,TX,1045.0,Lamar University,0.8165,,8314.0
3467,Orange,TX,,Lamar State College-Orange,,,4288.0
3468,Port Arthur,TX,,Lamar State College-Port Arthur,,,5924.0
3469,Laredo,TX,,Laredo Beauty College Inc,,13.0,
3470,Laredo,TX,,Laredo College,,,3300.0
3471,Laredo,TX,996.0,Texas A & M International University,0.4959,,7143.0
3472,Baytown,TX,,Lee College,,,1672.0
3473,Longview,TX,1190.0,LeTourneau University,0.4708,,29320.0
3474,Grand Prairie,TX,,Lincoln College of Technology-Grand Prairie,,10.0,
3475,Lubbock,TX,,Lubbock Hair Academy,,13.0,
3476,Lubbock,TX,1091.0,Lubbock Christian University,0.9407,,21794.0
3477,Texas City,TX,,College of the Mainland,,,1773.0
3478,Belton,TX,1108.0,University of Mary Hardin-Baylor,0.7884,,27600.0
3479,Waco,TX,,McLennan Community College,,,3450.0
3480,Abilene,TX,1015.0,McMurry University,0.4335,,26887.0
3481,Lubbock,TX,,Covenant School of Nursing and Allied Health,,20.0,
3482,Midland,TX,,Midland College,,,2670.0
3483,Wichita Falls,TX,1034.0,Midwestern State University,0.8140000000000001,,8694.0
3484,New Braunfels,TX,,William Edge Institute,,15.0,
3485,Dallas,TX,,Wade College,,,13654.0
3486,Austin,TX,,Southern Careers Institute-Austin,,9.0,
3487,Dallas,TX,,Mountain View College,,,1770.0
3488,San Antonio,TX,,Altierus Career College-San Antonio,,10.0,
3489,Irving,TX,,Tint School of Makeup and Cosmetology-Irving,,12.0,
3490,Corsicana,TX,,Navarro College,,,2400.0
3491,Dallas,TX,,Neilson Beauty College,,13.0,
3492,The Woodlands,TX,,Lone Star College System,,,1600.0
3493,Irving,TX,,North Lake College,,,1770.0
3494,Denton,TX,1167.0,University of North Texas,0.7241,,10544.0
3495,Mount Pleasant,TX,,Northeast Texas Community College,,,2729.0
3496,San Antonio,TX,,Oblate School of Theology,,,
3497,Houston,TX,,Ocean Corporation,,8.0,
3498,Odessa,TX,,Odessa College,,,2778.0
3499,Arlington,TX,,Ogle School Hair Skin Nails-Arlington,,12.0,
3500,Fort Worth,TX,,Ogle School Hair Skin Nails-Ft Worth,,12.0,
3501,San Antonio,TX,1000.0,Our Lady of the Lake University,0.9129999999999999,,28192.0
3502,Edinburg,TX,1020.0,The University of Texas Rio Grande Valley,0.8048,,7587.0
3503,Brownsville,TX,,Texas Southmost College,,,3198.0
3504,Carthage,TX,,Panola College,,,1872.0
3505,Paris,TX,,Paris Junior College,,,2400.0
3506,Dallas,TX,843.0,Paul Quinn College,0.5431,,8495.0
3507,Prairie View,TX,956.0,Prairie View A & M University,0.7893,,9959.0
3508,Ranger,TX,,Ranger College,,,3065.0
3509,Houston,TX,,Aviation Institute of Maintenance-Houston,,,16757.0
3510,Houston,TX,1535.0,Rice University,0.1586,,45608.0
3511,Dallas,TX,,Richland College,,,1770.0
3512,McAllen,TX,,Brightwood College-McAllen,,9.0,
3513,Austin,TX,1186.0,Saint Edward's University,0.8418,,43300.0
3514,San Antonio,TX,,St Philip's College,,,2760.0
3515,Houston,TX,1160.0,University of St Thomas,0.8094,,32660.0
3516,Huntsville,TX,1068.0,Sam Houston State University,0.7439,,8062.0
3517,San Antonio,TX,,San Antonio College,,,2760.0
3518,Pasadena,TX,,San Jacinto Community College,,,1500.0
3519,Kerrville,TX,1062.0,Schreiner University,0.9236,,26900.0
3520,Seguin,TX,,Seguin Beauty School-Seguin,,13.0,
3521,San Antonio,TX,1139.0,St. Mary's University,0.799,,29300.0
3522,Levelland,TX,,South Plains College,,,2240.0
3523,Corpus Christi,TX,,South Texas Barber College Inc,,13.0,
3524,Houston,TX,,South Texas College of Law Houston,,,
3525,Weslaco,TX,,South Texas Vocational Technical Institute-Weslaco,,10.0,
3526,McAllen,TX,,Platt College-STVT-McAllen,,10.0,
3527,Dallas,TX,1382.0,Southern Methodist University,0.4877,,52498.0
3528,San Antonio,TX,,Southwest School of Business and Technical Careers-San Antonio,,9.0,
3529,Uvalde,TX,,Southwest Texas Junior College,,,2286.0
3530,Waxahachie,TX,1021.0,Southwestern Assemblies of God University,0.2788,,19994.0
3531,Georgetown,TX,1230.0,Southwestern University,0.4314,,40560.0
3532,Nacogdoches,TX,1077.0,Stephen F Austin State University,0.6543,,7716.0
3533,San Marcos,TX,1121.0,Texas State University,0.7298,,9985.0
3534,Keene,TX,1040.0,Southwestern Adventist University,0.6237,,20732.0
3535,Terrell,TX,,Southwestern Christian College,,,8136.0
3536,Alpine,TX,946.0,Sul Ross State University,0.9963,,8072.0
3537,Stephenville,TX,1042.0,Tarleton State University,0.5038,,7367.0
3538,Fort Worth,TX,,Tarrant County College District,,,1593.0
3539,Temple,TX,,Temple College,,,2328.0
3540,Dallas,TX,,University of Texas Southwestern Medical Center,,,
3541,San Antonio,TX,,The University of Texas Health Science Center at San Antonio,,,
3542,Galveston,TX,,The University of Texas Medical Branch,,,
3543,Texarkana,TX,,Texarkana College,,,2116.0
3544,Kingsville,TX,1021.0,Texas A & M University-Kingsville,0.8413,,8462.0
3545,College Station,TX,1277.0,Texas A & M University-College Station,0.7054,,11234.0
3546,Arlington,TX,1163.0,The University of Texas at Arlington,0.7122,,9952.0
3547,Austin,TX,1359.0,The University of Texas at Austin,0.3649,,10398.0
3548,Richardson,TX,1340.0,The University of Texas at Dallas,0.7603,,11528.0
3549,El Paso,TX,1011.0,The University of Texas at El Paso,1.0,,7851.0
3550,Tyler,TX,1160.0,The University of Texas at Tyler,0.6499,,7822.0
3551,Pasadena,TX,,Texas Chiropractic College Foundation Inc,,,
3552,Fort Worth,TX,1285.0,Texas Christian University,0.4108,,44760.0
3553,Tyler,TX,,Texas College,,,10008.0
3554,Fort Worth,TX,,University of North Texas Health Science Center,,,
3555,Seguin,TX,1068.0,Texas Lutheran University,0.4853,,29960.0
3556,Odessa,TX,1025.0,The University of Texas of the Permian Basin,0.8946,,5782.0
3557,San Antonio,TX,1122.0,The University of Texas at San Antonio,0.7946,,7969.0
3558,Houston,TX,,Brightwood College-Houston,,9.0,
3559,Houston,TX,846.0,Texas Southern University,0.6666,,9173.0
3560,Lubbock,TX,1176.0,Texas Tech University,0.6918,,8860.0
3561,Fort Worth,TX,1049.0,Texas Wesleyan University,0.3427,,27800.0
3562,Denton,TX,1002.0,Texas Woman's University,0.8571,,7486.0
3563,San Antonio,TX,1353.0,Trinity University,0.3844,,41344.0
3564,Houston,TX,,The University of Texas Health Science Center at Houston,,,
3565,Lubbock,TX,,Texas Tech University Health Sciences Center,,,
3566,Tyler,TX,,Tyler Junior College,,,2784.0
